starttime	seconds	ctime	dtime	ttime	wait
Mon Aug 10 10:13:58 2015	1439201638	0	0	0	0
Mon Aug 10 10:13:59 2015	1439201639	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:13:54 2015	1439201634	0	0	0	0
Mon Aug 10 10:13:59 2015	1439201639	0	0	0	0
Mon Aug 10 10:13:59 2015	1439201639	0	0	0	0
Mon Aug 10 10:13:59 2015	1439201639	0	0	0	0
Mon Aug 10 10:14:02 2015	1439201642	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:14:03 2015	1439201643	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:14:02 2015	1439201642	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:13:55 2015	1439201635	0	0	0	0
Mon Aug 10 10:14:03 2015	1439201643	0	0	0	0
Mon Aug 10 10:14:01 2015	1439201641	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:14:02 2015	1439201642	0	0	0	0
Mon Aug 10 10:14:04 2015	1439201644	0	0	0	0
Mon Aug 10 10:13:55 2015	1439201635	0	0	0	0
Mon Aug 10 10:14:06 2015	1439201646	0	0	0	0
Mon Aug 10 10:14:03 2015	1439201643	0	0	0	0
Mon Aug 10 10:13:58 2015	1439201638	0	0	0	0
Mon Aug 10 10:14:05 2015	1439201645	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:14:03 2015	1439201643	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:13:53 2015	1439201633	0	0	0	0
Mon Aug 10 10:14:03 2015	1439201643	0	0	0	0
Mon Aug 10 10:14:02 2015	1439201642	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:14:02 2015	1439201642	0	0	0	0
Mon Aug 10 10:14:00 2015	1439201640	0	0	0	0
Mon Aug 10 10:13:56 2015	1439201636	0	0	0	0
Mon Aug 10 10:13:53 2015	1439201633	0	0	0	0
Mon Aug 10 10:13:57 2015	1439201637	0	0	0	0
Mon Aug 10 10:13:58 2015	1439201638	0	0	0	0
Mon Aug 10 10:14:01 2015	1439201641	0	0	0	0
Mon Aug 10 10:14:01 2015	1439201641	0	0	0	0
Mon Aug 10 10:13:55 2015	1439201635	0	1	1	0
Mon Aug 10 10:13:55 2015	1439201635	0	1	1	0
Mon Aug 10 10:14:05 2015	1439201645	0	1	1	0
Mon Aug 10 10:13:53 2015	1439201633	0	1	1	0
Mon Aug 10 10:14:06 2015	1439201646	0	1	1	0
Mon Aug 10 10:13:56 2015	1439201636	0	1	1	0
Mon Aug 10 10:13:53 2015	1439201633	0	1	1	0
Mon Aug 10 10:13:59 2015	1439201639	0	1	1	0
Mon Aug 10 10:14:03 2015	1439201643	0	1	1	0
Mon Aug 10 10:14:04 2015	1439201644	0	1	1	0
Mon Aug 10 10:14:04 2015	1439201644	0	1	1	0
Mon Aug 10 10:13:53 2015	1439201633	0	1	1	0
Mon Aug 10 10:14:04 2015	1439201644	0	1	1	0
Mon Aug 10 10:13:57 2015	1439201637	0	1	1	0
Mon Aug 10 10:13:57 2015	1439201637	0	1	1	0
Mon Aug 10 10:14:01 2015	1439201641	0	1	1	0
Mon Aug 10 10:14:01 2015	1439201641	0	1	1	0
Mon Aug 10 10:13:55 2015	1439201635	0	1	1	0
Mon Aug 10 10:14:04 2015	1439201644	0	1	1	0
Mon Aug 10 10:13:59 2015	1439201639	0	1	1	0
Mon Aug 10 10:13:56 2015	1439201636	0	1	1	0
Mon Aug 10 10:14:04 2015	1439201644	0	1	1	0
Mon Aug 10 10:13:57 2015	1439201637	0	1	1	0
