starttime	seconds	ctime	dtime	ttime	wait
Mon Aug 10 11:23:31 2015	1439205811	134	216	350	216
Mon Aug 10 11:23:31 2015	1439205811	79	272	351	272
Mon Aug 10 11:23:48 2015	1439205828	145	208	353	208
Mon Aug 10 11:23:48 2015	1439205828	143	211	354	211
Mon Aug 10 11:23:48 2015	1439205828	129	280	408	280
Mon Aug 10 11:23:48 2015	1439205828	114	302	416	302
Mon Aug 10 11:23:48 2015	1439205828	202	218	420	218
Mon Aug 10 11:23:48 2015	1439205828	137	285	422	285
Mon Aug 10 11:23:48 2015	1439205828	139	284	422	283
Mon Aug 10 11:23:48 2015	1439205828	141	281	423	281
Mon Aug 10 11:23:46 2015	1439205826	174	263	437	263
Mon Aug 10 11:23:46 2015	1439205826	170	267	437	267
Mon Aug 10 11:23:46 2015	1439205826	158	280	438	280
Mon Aug 10 11:23:46 2015	1439205826	172	281	454	281
Mon Aug 10 11:23:48 2015	1439205828	141	316	457	316
Mon Aug 10 11:23:48 2015	1439205828	148	309	457	309
Mon Aug 10 11:23:48 2015	1439205828	139	318	457	318
Mon Aug 10 11:23:31 2015	1439205811	229	261	490	260
Mon Aug 10 11:23:31 2015	1439205811	207	293	500	292
Mon Aug 10 11:24:06 2015	1439205846	215	285	500	285
Mon Aug 10 11:24:06 2015	1439205846	211	294	505	294
Mon Aug 10 11:23:58 2015	1439205838	220	302	522	302
Mon Aug 10 11:23:38 2015	1439205818	200	341	540	341
Mon Aug 10 11:23:38 2015	1439205818	232	319	551	319
Mon Aug 10 11:24:08 2015	1439205848	344	217	562	217
Mon Aug 10 11:24:08 2015	1439205848	357	205	562	205
Mon Aug 10 11:24:08 2015	1439205848	362	206	567	206
Mon Aug 10 11:24:08 2015	1439205848	355	212	567	212
Mon Aug 10 11:24:07 2015	1439205847	316	261	577	261
Mon Aug 10 11:23:46 2015	1439205826	225	373	598	373
Mon Aug 10 11:23:30 2015	1439205810	260	338	598	338
Mon Aug 10 11:24:03 2015	1439205843	233	366	599	366
Mon Aug 10 11:24:03 2015	1439205843	356	243	599	243
Mon Aug 10 11:24:03 2015	1439205843	221	379	600	379
Mon Aug 10 11:24:03 2015	1439205843	237	368	605	368
Mon Aug 10 11:23:44 2015	1439205824	270	335	605	335
Mon Aug 10 11:23:44 2015	1439205824	274	331	605	331
Mon Aug 10 11:24:03 2015	1439205843	231	374	605	374
Mon Aug 10 11:24:03 2015	1439205843	235	372	607	372
Mon Aug 10 11:23:44 2015	1439205824	272	335	607	335
Mon Aug 10 11:24:03 2015	1439205843	235	377	611	377
Mon Aug 10 11:24:07 2015	1439205847	346	273	619	273
Mon Aug 10 11:23:57 2015	1439205837	294	343	637	343
Mon Aug 10 11:23:30 2015	1439205810	257	381	638	381
Mon Aug 10 11:23:57 2015	1439205837	274	368	642	368
Mon Aug 10 11:23:57 2015	1439205837	268	375	643	374
Mon Aug 10 11:23:57 2015	1439205837	296	347	643	347
Mon Aug 10 11:23:57 2015	1439205837	293	352	644	352
Mon Aug 10 11:23:57 2015	1439205837	289	356	645	356
Mon Aug 10 11:23:57 2015	1439205837	287	358	645	358
Mon Aug 10 11:23:57 2015	1439205837	291	355	645	354
Mon Aug 10 11:23:57 2015	1439205837	285	361	647	361
Mon Aug 10 11:23:57 2015	1439205837	281	365	647	365
Mon Aug 10 11:23:57 2015	1439205837	284	363	647	363
Mon Aug 10 11:24:08 2015	1439205848	437	212	649	212
Mon Aug 10 11:24:08 2015	1439205848	356	301	658	301
Mon Aug 10 11:24:08 2015	1439205848	353	306	658	306
Mon Aug 10 11:24:08 2015	1439205848	351	308	659	308
Mon Aug 10 11:24:08 2015	1439205848	349	310	659	310
Mon Aug 10 11:24:08 2015	1439205848	347	313	660	312
Mon Aug 10 11:24:08 2015	1439205848	345	315	660	315
Mon Aug 10 11:24:08 2015	1439205848	344	317	660	317
Mon Aug 10 11:24:08 2015	1439205848	289	371	661	371
Mon Aug 10 11:24:08 2015	1439205848	323	338	661	338
Mon Aug 10 11:24:08 2015	1439205848	338	323	661	323
Mon Aug 10 11:24:08 2015	1439205848	342	321	663	321
Mon Aug 10 11:24:08 2015	1439205848	340	323	663	323
Mon Aug 10 11:23:43 2015	1439205823	274	391	665	391
Mon Aug 10 11:23:43 2015	1439205823	397	269	667	269
Mon Aug 10 11:23:43 2015	1439205823	401	265	667	265
Mon Aug 10 11:23:43 2015	1439205823	399	267	667	267
Mon Aug 10 11:23:49 2015	1439205829	166	516	682	516
Mon Aug 10 11:23:30 2015	1439205810	359	333	693	333
Mon Aug 10 11:23:30 2015	1439205810	357	336	693	336
Mon Aug 10 11:23:30 2015	1439205810	255	438	693	438
Mon Aug 10 11:23:30 2015	1439205810	254	440	694	440
Mon Aug 10 11:23:30 2015	1439205810	261	435	696	435
Mon Aug 10 11:24:05 2015	1439205845	262	434	696	434
Mon Aug 10 11:24:04 2015	1439205844	336	360	696	360
Mon Aug 10 11:23:57 2015	1439205837	337	366	703	366
Mon Aug 10 11:23:43 2015	1439205823	278	441	719	441
Mon Aug 10 11:23:49 2015	1439205829	290	429	719	429
Mon Aug 10 11:23:43 2015	1439205823	276	444	719	444
Mon Aug 10 11:23:49 2015	1439205829	265	454	719	454
Mon Aug 10 11:24:07 2015	1439205847	462	258	720	258
Mon Aug 10 11:23:49 2015	1439205829	290	432	721	432
Mon Aug 10 11:23:52 2015	1439205832	370	363	734	363
Mon Aug 10 11:23:52 2015	1439205832	368	366	734	366
Mon Aug 10 11:23:52 2015	1439205832	372	362	734	362
Mon Aug 10 11:23:52 2015	1439205832	339	396	735	396
Mon Aug 10 11:23:52 2015	1439205832	326	408	735	408
Mon Aug 10 11:23:52 2015	1439205832	366	369	735	369
Mon Aug 10 11:23:45 2015	1439205825	316	422	738	422
Mon Aug 10 11:23:45 2015	1439205825	361	376	738	376
Mon Aug 10 11:23:45 2015	1439205825	336	402	738	402
Mon Aug 10 11:23:45 2015	1439205825	338	401	739	401
Mon Aug 10 11:23:45 2015	1439205825	334	406	740	406
Mon Aug 10 11:23:45 2015	1439205825	343	406	748	406
Mon Aug 10 11:23:45 2015	1439205825	358	391	749	391
Mon Aug 10 11:23:45 2015	1439205825	332	418	750	418
Mon Aug 10 11:24:01 2015	1439205841	232	533	765	533
Mon Aug 10 11:24:01 2015	1439205841	217	548	765	548
Mon Aug 10 11:24:01 2015	1439205841	230	535	766	535
Mon Aug 10 11:24:01 2015	1439205841	227	539	766	539
Mon Aug 10 11:24:01 2015	1439205841	228	537	766	537
Mon Aug 10 11:24:01 2015	1439205841	225	541	766	541
Mon Aug 10 11:24:01 2015	1439205841	222	544	767	544
Mon Aug 10 11:24:01 2015	1439205841	216	551	767	551
Mon Aug 10 11:24:01 2015	1439205841	220	548	767	548
Mon Aug 10 11:24:04 2015	1439205844	158	614	771	614
Mon Aug 10 11:23:53 2015	1439205833	104	676	781	676
Mon Aug 10 11:23:47 2015	1439205827	606	180	786	180
Mon Aug 10 11:23:47 2015	1439205827	597	191	787	191
Mon Aug 10 11:23:47 2015	1439205827	593	195	788	195
Mon Aug 10 11:24:00 2015	1439205840	328	460	788	460
Mon Aug 10 11:23:47 2015	1439205827	585	203	789	203
Mon Aug 10 11:23:47 2015	1439205827	580	209	789	209
Mon Aug 10 11:23:41 2015	1439205821	334	456	790	456
Mon Aug 10 11:23:41 2015	1439205821	326	465	790	465
Mon Aug 10 11:23:47 2015	1439205827	589	212	801	211
Mon Aug 10 11:23:42 2015	1439205822	411	395	806	395
Mon Aug 10 11:23:42 2015	1439205822	414	393	806	393
Mon Aug 10 11:23:42 2015	1439205822	409	398	807	398
Mon Aug 10 11:23:42 2015	1439205822	408	400	809	400
Mon Aug 10 11:23:42 2015	1439205822	401	408	809	408
Mon Aug 10 11:23:42 2015	1439205822	406	403	809	403
Mon Aug 10 11:23:47 2015	1439205827	595	215	810	215
Mon Aug 10 11:23:48 2015	1439205828	505	305	810	305
Mon Aug 10 11:23:47 2015	1439205827	591	219	810	219
Mon Aug 10 11:23:42 2015	1439205822	405	405	810	405
Mon Aug 10 11:23:47 2015	1439205827	589	221	810	221
Mon Aug 10 11:23:47 2015	1439205827	584	227	810	227
Mon Aug 10 11:23:48 2015	1439205828	501	310	811	310
Mon Aug 10 11:23:47 2015	1439205827	587	223	811	223
Mon Aug 10 11:23:47 2015	1439205827	582	229	811	229
Mon Aug 10 11:23:42 2015	1439205822	395	416	811	416
Mon Aug 10 11:23:42 2015	1439205822	403	408	811	408
Mon Aug 10 11:23:42 2015	1439205822	392	419	811	419
Mon Aug 10 11:23:48 2015	1439205828	422	390	812	390
