starttime	seconds	ctime	dtime	ttime	wait
Mon Aug 10 14:46:50 2015	1439218010	0	311	311	311
Mon Aug 10 14:46:50 2015	1439218010	0	314	314	314
Mon Aug 10 14:46:19 2015	1439217979	14	345	359	345
Mon Aug 10 14:46:27 2015	1439217987	0	366	366	366
Mon Aug 10 14:46:19 2015	1439217979	14	353	367	353
Mon Aug 10 14:46:19 2015	1439217979	14	357	371	357
Mon Aug 10 14:46:19 2015	1439217979	14	358	372	358
Mon Aug 10 14:46:19 2015	1439217979	14	359	373	359
Mon Aug 10 14:46:19 2015	1439217979	13	361	374	361
Mon Aug 10 14:46:19 2015	1439217979	13	361	375	361
Mon Aug 10 14:46:19 2015	1439217979	14	363	377	363
Mon Aug 10 14:46:19 2015	1439217979	14	363	377	363
Mon Aug 10 14:46:19 2015	1439217979	13	365	378	365
Mon Aug 10 14:46:19 2015	1439217979	14	364	378	364
Mon Aug 10 14:46:49 2015	1439218009	0	379	379	379
Mon Aug 10 14:46:49 2015	1439218009	0	380	380	380
Mon Aug 10 14:46:49 2015	1439218009	0	380	380	380
Mon Aug 10 14:46:49 2015	1439218009	0	380	380	380
Mon Aug 10 14:46:49 2015	1439218009	0	380	380	380
Mon Aug 10 14:46:49 2015	1439218009	0	381	381	381
Mon Aug 10 14:46:19 2015	1439217979	13	368	381	368
Mon Aug 10 14:46:19 2015	1439217979	14	367	381	367
Mon Aug 10 14:46:49 2015	1439218009	0	382	382	382
Mon Aug 10 14:46:49 2015	1439218009	0	382	382	382
Mon Aug 10 14:46:19 2015	1439217979	13	369	382	369
Mon Aug 10 14:46:49 2015	1439218009	0	382	382	382
Mon Aug 10 14:46:49 2015	1439218009	0	382	382	382
Mon Aug 10 14:46:49 2015	1439218009	0	383	383	383
Mon Aug 10 14:46:19 2015	1439217979	14	369	383	369
Mon Aug 10 14:46:49 2015	1439218009	0	383	383	383
Mon Aug 10 14:46:19 2015	1439217979	13	370	383	370
Mon Aug 10 14:46:49 2015	1439218009	0	383	383	383
Mon Aug 10 14:46:49 2015	1439218009	0	384	384	384
Mon Aug 10 14:46:19 2015	1439217979	14	369	384	369
Mon Aug 10 14:46:19 2015	1439217979	13	371	384	371
